dataset,build,leaf_id,leaf_n,leaf_depth,method,t,length,f1,precision,recall,coverage,clauses_json
Digits (Low),0,5,30,2,db,0.95,7,0.9473684210526316,1.0,0.9,0.027,"[{""feature"": ""px_0"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_1"", ""sel_min"": -0.33431749057775806, ""sel_max"": 0.7270078763357597, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_2"", ""sel_min"": -0.07220042376177213, ""sel_max"": 1.8384948485425214, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_3"", ""sel_min"": -0.9444576680567994, ""sel_max"": 0.9719499976887839, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_4"", ""sel_min"": -0.8646998178348154, ""sel_max"": 0.9859150945992468, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_5"", ""sel_min"": -0.7128608386110086, ""sel_max"": 1.787673712877732, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_6"", ""sel_min"": -0.41247288719269865, ""sel_max"": 3.4060870160115297, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_7"", ""sel_min"": -0.1258183890806929, ""sel_max"": -0.1258183890806929, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_8"", ""sel_min"": -0.060108292477564565, ""sel_max"": -0.060108292477564565, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_9"", ""sel_min"": -0.6230011096496136, ""sel_max"": 0.6155696848824214, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_10"", ""sel_min"": 0.32021063432991836, ""sel_max"": 1.0605820431852206, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_11"", ""sel_min"": -2.019423607516369, ""sel_max"": 0.5208687960331762, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_12"", ""sel_min"": -2.100374668947379, ""sel_max"": 0.367267393649894, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_13"", ""sel_min"": -1.3572143840217996, ""sel_max"": 0.4864069119895936, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_14"", ""sel_min"": -0.5107750740263616, ""sel_max"": 1.6233432485519605, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_15"", ""sel_min"": -0.1393466028583235, ""sel_max"": -0.1393466028583235, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_16"", ""sel_min"": -0.03163859985841663, ""sel_max"": -0.03163859985841663, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_17"", ""sel_min"": -0.7446221824635829, ""sel_max"": 1.6454150702974055, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_18"", ""sel_min"": 0.20960892119266594, ""sel_max"": 1.0634282020497277, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_19"", ""sel_min"": -1.2263546079912466, ""sel_max"": 1.0567235052873158, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_20"", ""sel_min"": -1.1500452173002877, ""sel_max"": 0.9076179958520829, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_21"", ""sel_min"": -1.2818733844310577, ""sel_max"": 0.014257439058383871, ""in_predicate"": true, ""step"": 1}, {""feature"": ""px_22"", ""sel_min"": -0.5508426310236226, ""sel_max"": -0.5508426310236226, ""in_predicate"": true, ""step"": 3}, {""feature"": ""px_23"", ""sel_min"": -0.11366398535665759, ""sel_max"": -0.11366398535665759, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_24"", ""sel_min"": -0.03163859985841663, ""sel_max"": -0.03163859985841663, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_25"", ""sel_min"": -0.148938277489985, ""sel_max"": 1.8347374707390738, ""in_predicate"": true, ""step"": 2}, {""feature"": ""px_26"", ""sel_min"": 0.29222165136411726, ""sel_max"": 1.0981280257825319, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_27"", ""sel_min"": -0.1319526398947591, ""sel_max"": 1.2391118917379664, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_28"", ""sel_min"": 0.1671153003377162, ""sel_max"": 0.9840272573139256, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_29"", ""sel_min"": -0.35448598863230596, ""sel_max"": 1.4470309467145113, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_30"", ""sel_min"": -0.6101458896068521, ""sel_max"": 0.6644931359722, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_31"", ""sel_min"": -0.04476614810358452, ""sel_max"": -0.04476614810358452, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_32"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_33"", ""sel_min"": -0.6733145294417195, ""sel_max"": 0.7230241877746212, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_34"", ""sel_min"": -1.2027247136648358, ""sel_max"": 1.175454920526113, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_35"", ""sel_min"": -1.4038390119531856, ""sel_max"": -0.13540757682153945, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_36"", ""sel_min"": -1.722859441129053, ""sel_max"": 0.09193068109489635, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_37"", ""sel_min"": -0.14249360763225538, ""sel_max"": 1.2178272289525227, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_38"", ""sel_min"": -0.8168380311654114, ""sel_max"": 1.539094157061449, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_39"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_40"", ""sel_min"": -0.062226023617145014, ""sel_max"": -0.062226023617145014, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_41"", ""sel_min"": -0.532244514778686, ""sel_max"": -0.34996899601886294, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_42"", ""sel_min"": -1.059089681376685, ""sel_max"": -0.6714510008096484, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_43"", ""sel_min"": -1.1053972569370822, ""sel_max"": -1.1053972569370822, ""in_predicate"": true, ""step"": 0}, {""feature"": ""px_44"", ""sel_min"": -1.233020307342996, ""sel_max"": -0.02840031246209323, ""in_predicate"": true, ""step"": 4}, {""feature"": ""px_45"", ""sel_min"": -0.15956728244512142, ""sel_max"": 1.3647905554384416, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_46"", ""sel_min"": -0.8076761585522889, ""sel_max"": 1.7292849334166371, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_47"", ""sel_min"": -0.0947211184463006, ""sel_max"": -0.0947211184463006, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_48"", ""sel_min"": -0.04476614810358452, ""sel_max"": -0.04476614810358452, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_49"", ""sel_min"": -0.39734028256366943, ""sel_max"": 2.2050481495625966, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_50"", ""sel_min"": -1.2923932919163161, ""sel_max"": 1.2525220462763291, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_51"", ""sel_min"": -1.8073514378936848, ""sel_max"": 0.14372287499562875, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_52"", ""sel_min"": -0.9534995781161119, ""sel_max"": 1.2144007320717196, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_53"", ""sel_min"": -0.4536471145884605, ""sel_max"": 1.2056327485734286, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_54"", ""sel_min"": -0.7594324529369741, ""sel_max"": 0.6555335227241434, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_55"", ""sel_min"": -0.2162686861046798, ""sel_max"": -0.2162686861046798, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_56"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_57"", ""sel_min"": -0.29450801490718426, ""sel_max"": 1.2741772878630384, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_58"", ""sel_min"": 0.08113478372517823, ""sel_max"": 2.0175258034191716, ""in_predicate"": true, ""step"": 5}, {""feature"": ""px_59"", ""sel_min"": -0.0198222263844902, ""sel_max"": 0.8915445039369009, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_60"", ""sel_min"": -1.6059376884287704, ""sel_max"": 0.873942554817017, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_61"", ""sel_min"": -1.1414114219835725, ""sel_max"": 0.22330108375078414, ""in_predicate"": true, ""step"": 6}, {""feature"": ""px_62"", ""sel_min"": -0.5095407464041452, ""sel_max"": -0.5095407464041452, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_63"", ""sel_min"": -0.19192727319808525, ""sel_max"": -0.19192727319808525, ""in_predicate"": false, ""step"": null}]"
Digits (Low),0,5,30,2,db,0.9,8,0.8518518518518519,0.9583333333333334,0.7666666666666667,0.024,
Digits (Low),0,5,30,2,db,0.8,5,0.7843137254901961,0.9523809523809523,0.6666666666666666,0.021,
Digits (Low),0,6,52,2,threshold,1.0,64,0.9811320754716981,0.9629629629629629,1.0,0.054,
Digits (Low),0,6,52,2,threshold,0.95,64,0.5352112676056338,1.0,0.36538461538461536,0.019,
Digits (Low),0,6,52,2,threshold,0.9,64,0.375,1.0,0.23076923076923078,0.012,
Digits (Low),0,6,52,2,threshold,0.8,64,0.03773584905660378,1.0,0.019230769230769232,0.001,
Digits (Low),0,6,52,2,db,1.0,7,0.9811320754716981,0.9629629629629629,1.0,0.054,"[{""feature"": ""px_0"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_1"", ""sel_min"": -0.33431749057775806, ""sel_max"": 8.156285444730383, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_2"", ""sel_min"": -1.0913774200511381, ""sel_max"": 2.257048029770187, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_3"", ""sel_min"": -0.8989835878526671, ""sel_max"": 0.9719499976887839, ""in_predicate"": true, ""step"": 6}, {""feature"": ""px_4"", ""sel_min"": -0.8646998178348154, ""sel_max"": 0.9859150945992468, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_5"", ""sel_min"": -0.30541678907687675, ""sel_max"": 1.787673712877732, ""in_predicate"": true, ""step"": 1}, {""feature"": ""px_6"", ""sel_min"": -0.41247288719269865, ""sel_max"": 4.077435173685734, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_7"", ""sel_min"": -0.1258183890806929, ""sel_max"": 1.855573564945967, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_8"", ""sel_min"": -0.060108292477564565, ""sel_max"": -0.060108292477564565, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_9"", ""sel_min"": -0.6230011096496136, ""sel_max"": 3.7119966712125088, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_10"", ""sel_min"": -1.345625035594512, ""sel_max"": 1.0605820431852206, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_11"", ""sel_min"": -1.263179590221511, ""sel_max"": 1.0055524616630631, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_12"", ""sel_min"": -2.100374668947379, ""sel_max"": 1.1898147478489849, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_13"", ""sel_min"": -1.3572143840217996, ""sel_max"": 0.7955170694046763, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_14"", ""sel_min"": -0.5107750740263616, ""sel_max"": 2.5985363893327844, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_15"", ""sel_min"": -0.1393466028583235, ""sel_max"": 2.183096778113735, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_16"", ""sel_min"": -0.03163859985841663, ""sel_max"": -0.03163859985841663, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_17"", ""sel_min"": -0.7446221824635829, ""sel_max"": 3.9220268263171953, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_18"", ""sel_min"": -0.18389039955015396, ""sel_max"": 1.0634282020497277, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_19"", ""sel_min"": -1.2263546079912466, ""sel_max"": 1.5525256820328217, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_20"", ""sel_min"": -1.1500452173002877, ""sel_max"": 1.2565784238135955, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_21"", ""sel_min"": -1.2818733844310577, ""sel_max"": -1.2818733844310577, ""in_predicate"": true, ""step"": 0}, {""feature"": ""px_22"", ""sel_min"": -0.5508426310236226, ""sel_max"": -0.5508426310236226, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_23"", ""sel_min"": -0.11366398535665759, ""sel_max"": -0.11366398535665759, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_24"", ""sel_min"": -0.03163859985841663, ""sel_max"": -0.03163859985841663, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_25"", ""sel_min"": -0.7993237687126267, ""sel_max"": 3.1029891786232233, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_26"", ""sel_min"": -0.8360472728216632, ""sel_max"": 1.0981280257825319, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_27"", ""sel_min"": -1.4645278556788428, ""sel_max"": 1.2391118917379664, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_28"", ""sel_min"": -1.6127789635376013, ""sel_max"": 0.9840272573139256, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_29"", ""sel_min"": -1.3052865933986821, ""sel_max"": -0.10114766959915987, ""in_predicate"": true, ""step"": 5}, {""feature"": ""px_30"", ""sel_min"": -0.6101458896068521, ""sel_max"": -0.6101458896068521, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_31"", ""sel_min"": -0.04476614810358452, ""sel_max"": -0.04476614810358452, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_32"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_33"", ""sel_min"": -0.6733145294417195, ""sel_max"": 2.39863064843423, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_34"", ""sel_min"": -1.2027247136648358, ""sel_max"": 1.334000229472176, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_35"", ""sel_min"": -1.0890063113581676, ""sel_max"": 1.1148225928069593, ""in_predicate"": true, ""step"": 4}, {""feature"": ""px_36"", ""sel_min"": -1.722859441129053, ""sel_max"": 0.967794639697189, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_37"", ""sel_min"": -1.5028144442170335, ""sel_max"": 1.2178272289525227, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_38"", ""sel_min"": -0.8168380311654114, ""sel_max"": 0.029041876841573194, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_39"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_40"", ""sel_min"": -0.062226023617145014, ""sel_max"": -0.062226023617145014, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_41"", ""sel_min"": -0.532244514778686, ""sel_max"": 0.4619855875476265, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_42"", ""sel_min"": -1.059089681376685, ""sel_max"": 0.7650923448211362, ""in_predicate"": true, ""step"": 3}, {""feature"": ""px_43"", ""sel_min"": -1.1053972569370822, ""sel_max"": 1.3503589373135865, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_44"", ""sel_min"": -1.233020307342996, ""sel_max"": 1.3198167679013022, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_45"", ""sel_min"": -1.4878089072676417, ""sel_max"": 1.3647905554384416, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_46"", ""sel_min"": -0.8076761585522889, ""sel_max"": 0.11485514761822961, ""in_predicate"": true, ""step"": 2}, {""feature"": ""px_47"", ""sel_min"": -0.0947211184463006, ""sel_max"": -0.0947211184463006, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_48"", ""sel_min"": -0.04476614810358452, ""sel_max"": -0.04476614810358452, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_49"", ""sel_min"": -0.39734028256366943, ""sel_max"": 4.680490804511978, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_50"", ""sel_min"": -1.2923932919163161, ""sel_max"": 1.488816213216308, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_51"", ""sel_min"": -1.8073514378936848, ""sel_max"": 1.2703010744838115, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_52"", ""sel_min"": -1.798066200199213, ""sel_max"": 1.2144007320717196, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_53"", ""sel_min"": -1.4492150324855941, ""sel_max"": 1.2056327485734286, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_54"", ""sel_min"": -0.7594324529369741, ""sel_max"": -0.3551564598909405, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_55"", ""sel_min"": -0.2162686861046798, ""sel_max"": -0.2162686861046798, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_56"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_57"", ""sel_min"": -0.29450801490718426, ""sel_max"": 8.813987291500576, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_58"", ""sel_min"": -1.0806998280912177, ""sel_max"": 2.0175258034191716, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_59"", ""sel_min"": -2.0703973696076203, ""sel_max"": 0.8915445039369009, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_60"", ""sel_min"": -2.485759722230621, ""sel_max"": 0.873942554817017, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_61"", ""sel_min"": -1.1414114219835725, ""sel_max"": 0.22330108375078414, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_62"", ""sel_min"": -0.5095407464041452, ""sel_max"": -0.5095407464041452, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_63"", ""sel_min"": -0.19192727319808525, ""sel_max"": -0.19192727319808525, ""in_predicate"": false, ""step"": null}]"
Digits (Low),0,6,52,2,db,0.95,5,0.9292929292929293,0.9787234042553191,0.8846153846153846,0.047,"[{""feature"": ""px_0"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_1"", ""sel_min"": -0.33431749057775806, ""sel_max"": 6.849528586718112, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_2"", ""sel_min"": -0.6911359405021824, ""sel_max"": 2.257048029770187, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_3"", ""sel_min"": -0.790820239938551, ""sel_max"": 0.9719499976887839, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_4"", ""sel_min"": -0.043489450442199776, ""sel_max"": 0.9859150945992468, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_5"", ""sel_min"": 0.27672400677924924, ""sel_max"": 1.787673712877732, ""in_predicate"": true, ""step"": 1}, {""feature"": ""px_6"", ""sel_min"": -0.41247288719269865, ""sel_max"": 3.492250489751245, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_7"", ""sel_min"": -0.1258183890806929, ""sel_max"": -0.1258183890806929, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_8"", ""sel_min"": -0.060108292477564565, ""sel_max"": -0.060108292477564565, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_9"", ""sel_min"": -0.6230011096496136, ""sel_max"": 2.95005445921914, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_10"", ""sel_min"": 0.5238127717651274, ""sel_max"": 1.0605820431852206, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_11"", ""sel_min"": -1.0110982511232252, ""sel_max"": 1.0055524616630631, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_12"", ""sel_min"": -1.277827314748288, ""sel_max"": 0.8710776480968379, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_13"", ""sel_min"": -1.3572143840217996, ""sel_max"": 0.6299223422180242, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_14"", ""sel_min"": -0.5107750740263616, ""sel_max"": 1.4678776753840042, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_15"", ""sel_min"": -0.1393466028583235, ""sel_max"": -0.1393466028583235, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_16"", ""sel_min"": -0.03163859985841663, ""sel_max"": -0.03163859985841663, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_17"", ""sel_min"": -0.7446221824635829, ""sel_max"": 3.4339427356527215, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_18"", ""sel_min"": 0.2704899481755176, ""sel_max"": 1.0634282020497277, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_19"", ""sel_min"": -1.2263546079912466, ""sel_max"": 1.3788456639063174, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_20"", ""sel_min"": -1.1500452173002877, ""sel_max"": -0.668720489077511, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_21"", ""sel_min"": -1.2818733844310577, ""sel_max"": -1.2818733844310577, ""in_predicate"": true, ""step"": 0}, {""feature"": ""px_22"", ""sel_min"": -0.5508426310236226, ""sel_max"": -0.5508426310236226, ""in_predicate"": true, ""step"": 4}, {""feature"": ""px_23"", ""sel_min"": -0.11366398535665759, ""sel_max"": -0.11366398535665759, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_24"", ""sel_min"": -0.03163859985841663, ""sel_max"": -0.03163859985841663, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_25"", ""sel_min"": -0.7993237687126267, ""sel_max"": 3.1029891786232233, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_26"", ""sel_min"": -0.33638532068224536, ""sel_max"": 1.0981280257825319, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_27"", ""sel_min"": -1.3082236827813072, ""sel_max"": 1.2391118917379664, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_28"", ""sel_min"": -1.6127789635376013, ""sel_max"": 0.9840272573139256, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_29"", ""sel_min"": -1.3052865933986821, ""sel_max"": -0.462389346739018, ""in_predicate"": true, ""step"": 3}, {""feature"": ""px_30"", ""sel_min"": -0.6101458896068521, ""sel_max"": -0.6101458896068521, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_31"", ""sel_min"": -0.04476614810358452, ""sel_max"": -0.04476614810358452, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_32"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_33"", ""sel_min"": -0.6733145294417195, ""sel_max"": 1.8121683872033647, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_34"", ""sel_min"": -1.2027247136648358, ""sel_max"": 1.334000229472176, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_35"", ""sel_min"": -0.7741736107631494, ""sel_max"": 1.1148225928069593, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_36"", ""sel_min"": -1.722859441129053, ""sel_max"": 0.967794639697189, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_37"", ""sel_min"": -1.5028144442170335, ""sel_max"": 0.5376668106601337, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_38"", ""sel_min"": -0.8168380311654114, ""sel_max"": -0.8168380311654114, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_39"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_40"", ""sel_min"": -0.062226023617145014, ""sel_max"": -0.062226023617145014, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_41"", ""sel_min"": -0.532244514778686, ""sel_max"": -0.20083448066991513, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_42"", ""sel_min"": -1.059089681376685, ""sel_max"": 0.22543849540428015, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_43"", ""sel_min"": -1.1053972569370822, ""sel_max"": 1.3503589373135865, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_44"", ""sel_min"": -0.9926946295563251, ""sel_max"": 1.3198167679013022, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_45"", ""sel_min"": -1.4878089072676417, ""sel_max"": 1.3647905554384416, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_46"", ""sel_min"": -0.8076761585522889, ""sel_max"": -0.8076761585522889, ""in_predicate"": true, ""step"": 2}, {""feature"": ""px_47"", ""sel_min"": -0.0947211184463006, ""sel_max"": -0.0947211184463006, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_48"", ""sel_min"": -0.04476614810358452, ""sel_max"": -0.04476614810358452, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_49"", ""sel_min"": -0.39734028256366943, ""sel_max"": 2.7763041468586103, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_50"", ""sel_min"": -1.2923932919163161, ""sel_max"": 1.1702264915834395, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_51"", ""sel_min"": -1.8073514378936848, ""sel_max"": 1.2703010744838115, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_52"", ""sel_min"": -1.0449494671314798, ""sel_max"": 1.2144007320717196, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_53"", ""sel_min"": -1.4492150324855941, ""sel_max"": 0.707848789624862, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_54"", ""sel_min"": -0.7594324529369741, ""sel_max"": -0.7594324529369741, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_55"", ""sel_min"": -0.2162686861046798, ""sel_max"": -0.2162686861046798, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_56"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_57"", ""sel_min"": -0.29450801490718426, ""sel_max"": 5.676616685960116, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_58"", ""sel_min"": -0.693421624152419, ""sel_max"": 2.0175258034191716, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_59"", ""sel_min"": -0.35019266612599387, ""sel_max"": 0.8915445039369009, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_60"", ""sel_min"": -2.485759722230621, ""sel_max"": 0.8329305641304003, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_61"", ""sel_min"": -1.1414114219835725, ""sel_max"": -0.38229009066883735, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_62"", ""sel_min"": -0.5095407464041452, ""sel_max"": -0.5095407464041452, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_63"", ""sel_min"": -0.19192727319808525, ""sel_max"": -0.19192727319808525, ""in_predicate"": false, ""step"": null}]"
Digits (Low),0,6,52,2,db,0.9,4,0.8958333333333334,0.9772727272727273,0.8269230769230769,0.044,
Digits (Low),0,6,52,2,db,0.8,4,0.8181818181818181,1.0,0.6923076923076923,0.036,
Digits (Low),0,7,39,2,threshold,1.0,64,0.9176470588235294,0.8478260869565217,1.0,0.046,
Digits (Low),0,7,39,2,threshold,0.95,64,0.5555555555555556,1.0,0.38461538461538464,0.015,
Digits (Low),0,7,39,2,threshold,0.9,64,0.22727272727272727,1.0,0.1282051282051282,0.005,
Digits (Low),0,7,39,2,threshold,0.8,64,0.0,0.0,0.0,0.0,
